,,,,MB-clonallines-nla-karyo-plate2c7_152,MB-clonallines-nla-karyo-plate2c7_158,MB-clonallines-nla-karyo-plate2c7_148,MB-clonallines-nla-karyo-plate2c7_146,MB-clonallines-nla-karyo-plate2c7_144,MB-clonallines-nla-karyo-plate2c7_156,MB-clonallines-nla-karyo-plate2c7_150,MB-clonallines-nla-karyo-plate2c7_154,MB-clonallines-nla-karyo-plate2c7_155,MB-clonallines-nla-karyo-plate2c7_170,MB-clonallines-nla-karyo-plate2c7_101,MB-clonallines-nla-karyo-plate2c7_111,MB-clonallines-nla-karyo-plate2c7_130,MB-clonallines-nla-karyo-plate2c7_134,MB-clonallines-nla-karyo-plate2c7_14,MB-clonallines-nla-karyo-plate2c7_131,MB-clonallines-nla-karyo-plate2c7_153,MB-clonallines-nla-karyo-plate2c7_8,MB-clonallines-nla-karyo-plate2c7_7,MB-clonallines-nla-karyo-plate2c7_168,MB-clonallines-nla-karyo-plate2c7_192,MB-clonallines-nla-karyo-plate2c7_120,MB-clonallines-nla-karyo-plate2c7_26,MB-clonallines-nla-karyo-plate2c7_122,MB-clonallines-nla-karyo-plate2c7_172,MB-clonallines-nla-karyo-plate2c7_6,MB-clonallines-nla-karyo-plate2c7_35,MB-clonallines-nla-karyo-plate2c7_32,MB-clonallines-nla-karyo-plate2c7_99,MB-clonallines-nla-karyo-plate2c7_73,MB-clonallines-nla-karyo-plate2c7_159,MB-clonallines-nla-karyo-plate2c7_145,MB-clonallines-nla-karyo-plate2c7_24,MB-clonallines-nla-karyo-plate2c7_33,MB-clonallines-nla-karyo-plate2c7_123,MB-clonallines-nla-karyo-plate2c7_2,MB-clonallines-nla-karyo-plate2c7_38,MB-clonallines-nla-karyo-plate2c7_75,MB-clonallines-nla-karyo-plate2c7_103,MB-clonallines-nla-karyo-plate2c7_128,MB-clonallines-nla-karyo-plate2c7_109,MB-clonallines-nla-karyo-plate2c7_5,MB-clonallines-nla-karyo-plate2c7_34,MB-clonallines-nla-karyo-plate2c7_82,MB-clonallines-nla-karyo-plate2c7_174,MB-clonallines-nla-karyo-plate2c7_9,MB-clonallines-nla-karyo-plate2c7_3,MB-clonallines-nla-karyo-plate2c7_15,MB-clonallines-nla-karyo-plate2c7_17,MB-clonallines-nla-karyo-plate2c7_132,MB-clonallines-nla-karyo-plate2c7_80,MB-clonallines-nla-karyo-plate2c7_56,MB-clonallines-nla-karyo-plate2c7_76,MB-clonallines-nla-karyo-plate2c7_1,MB-clonallines-nla-karyo-plate2c7_25,MB-clonallines-nla-karyo-plate2c7_107,MB-clonallines-nla-karyo-plate2c7_124,MB-clonallines-nla-karyo-plate2c7_92,MB-clonallines-nla-karyo-plate2c7_178,MB-clonallines-nla-karyo-plate2c7_157,MB-clonallines-nla-karyo-plate2c7_12,MB-clonallines-nla-karyo-plate2c7_133,MB-clonallines-nla-karyo-plate2c7_28,MB-clonallines-nla-karyo-plate2c7_312,MB-clonallines-nla-karyo-plate2c7_31,MB-clonallines-nla-karyo-plate2c7_18,MB-clonallines-nla-karyo-plate2c7_36,MB-clonallines-nla-karyo-plate2c7_84,MB-clonallines-nla-karyo-plate2c7_29,MB-clonallines-nla-karyo-plate2c7_176,MB-clonallines-nla-karyo-plate2c7_13,MB-clonallines-nla-karyo-plate2c7_58,MB-clonallines-nla-karyo-plate2c7_125,MB-clonallines-nla-karyo-plate2c7_30,MB-clonallines-nla-karyo-plate2c7_83,MB-clonallines-nla-karyo-plate2c7_77,MB-clonallines-nla-karyo-plate2c7_104,MB-clonallines-nla-karyo-plate2c7_19,MB-clonallines-nla-karyo-plate2c7_106,MB-clonallines-nla-karyo-plate2c7_4,MB-clonallines-nla-karyo-plate2c7_147,MB-clonallines-nla-karyo-plate2c7_79,MB-clonallines-nla-karyo-plate2c7_20,MB-clonallines-nla-karyo-plate2c7_10,MB-clonallines-nla-karyo-plate2c7_105,MB-clonallines-nla-karyo-plate2c7_50,MB-clonallines-nla-karyo-plate2c7_97,MB-clonallines-nla-karyo-plate2c7_149,MB-clonallines-nla-karyo-plate2c7_151,MB-clonallines-nla-karyo-plate2c7_182,MB-clonallines-nla-karyo-plate2c7_85,MB-clonallines-nla-karyo-plate2c7_96,MB-clonallines-nla-karyo-plate2c7_52,MB-clonallines-nla-karyo-plate2c7_121,MB-clonallines-nla-karyo-plate2c7_86,MB-clonallines-nla-karyo-plate2c7_141,MB-clonallines-nla-karyo-plate2c7_78,MB-clonallines-nla-karyo-plate2c7_48,MB-clonallines-nla-karyo-plate2c7_127,MB-clonallines-nla-karyo-plate2c7_87,MB-clonallines-nla-karyo-plate2c7_54,MB-clonallines-nla-karyo-plate2c7_27,MB-clonallines-nla-karyo-plate2c7_74,MB-clonallines-nla-karyo-plate2c7_44,MB-clonallines-nla-karyo-plate2c7_180,MB-clonallines-nla-karyo-plate2c7_126,MB-clonallines-nla-karyo-plate2c7_11,MB-clonallines-nla-karyo-plate2c7_118,MB-clonallines-nla-karyo-plate2c7_21,MB-clonallines-nla-karyo-plate2c7_81,MB-clonallines-nla-karyo-plate2c7_39
None,11,18750000,19000000,18.0,61.0,56.0,36.0,49.0,20.0,18.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,18750000,19000000,6.0,26.0,28.0,6.0,20.0,4.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,19000000,19250000,29.0,91.0,107.0,54.0,78.0,16.0,28.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,19000000,19250000,2.0,2.0,4.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,19250000,19500000,16.0,62.0,89.0,44.0,58.0,8.0,26.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,19250000,19500000,2.0,12.0,8.0,10.0,12.0,6.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,19500000,19750000,8.0,24.0,10.0,14.0,4.0,2.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,19500000,19750000,35.0,77.0,88.0,42.0,49.0,26.0,15.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,19750000,20000000,36.0,92.0,96.0,72.0,73.0,34.0,33.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,19750000,20000000,2.0,14.0,4.0,12.0,6.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,20000000,20250000,2.0,4.0,,4.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,20000000,20250000,31.0,91.0,107.0,40.0,88.0,29.0,36.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,20250000,20500000,42.0,93.0,101.0,51.0,71.0,30.0,38.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,20250000,20500000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,20500000,20750000,45.0,112.0,114.0,47.0,91.0,46.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,20750000,21000000,42.0,73.0,98.0,41.0,64.0,30.0,16.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,20750000,21000000,4.0,8.0,6.0,6.0,6.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,21000000,21250000,40.0,82.0,93.0,44.0,46.0,24.0,38.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,21250000,21500000,30.0,57.0,74.0,44.0,60.0,23.0,14.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,21500000,21750000,35.0,95.0,68.0,26.0,45.0,23.0,18.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,21750000,22000000,22.0,56.0,66.0,42.0,33.0,15.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,21750000,22000000,2.0,6.0,16.0,4.0,8.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,22000000,22250000,29.0,86.0,101.0,38.0,44.0,24.0,31.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,22000000,22250000,6.0,8.0,8.0,2.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,22250000,22500000,20.0,78.0,77.0,42.0,39.0,23.0,33.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,22500000,22750000,36.0,79.0,90.0,36.0,45.0,30.0,26.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,22750000,23000000,35.0,103.0,104.0,60.0,90.0,50.0,50.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,23000000,23250000,46.0,76.0,81.0,46.0,74.0,34.0,37.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,23250000,23500000,40.0,85.0,86.0,53.0,98.0,21.0,21.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,23500000,23750000,52.0,99.0,77.0,55.0,75.0,18.0,14.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,23750000,24000000,32.0,97.0,86.0,39.0,74.0,20.0,22.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,24000000,24250000,55.0,108.0,100.0,48.0,54.0,37.0,32.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,24250000,24500000,41.0,99.0,88.0,29.0,72.0,26.0,24.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,24250000,24500000,2.0,8.0,4.0,2.0,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,24500000,24750000,20.0,61.0,59.0,31.0,38.0,26.0,20.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,24500000,24750000,8.0,18.0,38.0,10.0,28.0,2.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,24750000,25000000,24.0,52.0,80.0,32.0,56.0,21.0,18.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,24750000,25000000,2.0,22.0,16.0,6.0,10.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,25000000,25250000,33.0,71.0,89.0,46.0,48.0,32.0,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,25000000,25250000,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,25250000,25500000,16.0,95.0,95.0,30.0,51.0,22.0,32.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,25500000,25750000,24.0,89.0,87.0,48.0,56.0,28.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,25750000,26000000,48.0,87.0,92.0,23.0,56.0,29.0,18.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,26000000,26250000,30.0,79.0,71.0,34.0,49.0,11.0,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,26000000,26250000,4.0,14.0,10.0,4.0,8.0,6.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,26250000,26500000,18.0,62.0,70.0,42.0,47.0,32.0,19.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,26500000,26750000,15.0,40.0,46.0,22.0,28.0,22.0,11.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,26500000,26750000,6.0,10.0,20.0,6.0,12.0,4.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,26750000,27000000,24.0,60.0,84.0,24.0,36.0,23.0,20.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,26750000,27000000,6.0,18.0,12.0,6.0,10.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,27000000,27250000,12.0,45.0,62.0,46.0,50.0,14.0,15.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,27250000,27500000,22.0,44.0,70.0,26.0,37.0,14.0,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,27500000,27750000,24.0,48.0,59.0,24.0,32.0,14.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,27750000,28000000,5.0,42.0,43.0,11.0,41.0,9.0,16.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,28000000,28250000,12.0,40.0,70.0,28.0,51.0,28.0,17.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,28250000,28500000,16.0,50.0,51.0,18.0,42.0,14.0,28.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,28500000,28750000,35.0,69.0,82.0,30.0,56.0,29.0,22.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,28750000,29000000,28.0,55.0,75.0,22.0,65.0,24.0,12.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,29000000,29250000,14.0,54.0,62.0,22.0,56.0,4.0,28.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,29250000,29500000,16.0,97.0,94.0,40.0,67.0,18.0,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,29500000,29750000,41.0,80.0,62.0,49.0,69.0,17.0,24.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,29750000,30000000,32.0,60.0,107.0,28.0,54.0,25.0,15.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,30000000,30250000,18.0,93.0,99.0,35.0,76.0,20.0,24.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,30250000,30500000,24.0,71.0,66.0,34.0,60.0,10.0,20.0,20.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,30500000,30750000,16.0,73.0,74.0,38.0,48.0,14.0,21.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,30750000,31000000,38.0,88.0,78.0,35.0,82.0,40.0,33.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,31000000,31250000,19.0,50.0,72.0,24.0,32.0,16.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,31250000,31500000,8.0,74.0,90.0,38.0,55.0,20.0,26.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,31500000,31750000,34.0,90.0,98.0,37.0,74.0,16.0,20.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,31750000,32000000,32.0,104.0,85.0,54.0,82.0,40.0,26.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,32000000,32250000,51.0,110.0,142.0,42.0,76.0,27.0,54.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,32250000,32500000,32.0,134.0,119.0,54.0,64.0,26.0,28.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,32500000,32750000,42.0,129.0,124.0,51.0,115.0,27.0,34.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,32750000,33000000,49.0,103.0,125.0,62.0,89.0,33.0,47.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,33000000,33250000,50.0,108.0,100.0,56.0,94.0,24.0,28.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,11,33000000,33250000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,11,33250000,33500000,45.0,96.0,100.0,42.0,63.0,40.0,18.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
